Date,Open,High,Low,Close,Adj Close,Volume
2024-02-08,637.7000122070312,638.5,618.4000244140625,619.0,619.0,18066600
2024-02-09,617.0999755859375,622.2000122070312,612.0999755859375,617.5,617.5,13570800
2024-02-13,642.0,646.4000244140625,629.7999877929688,641.7000122070312,641.7000122070312,21853800
2024-02-14,640.5,640.7999877929688,621.0999755859375,631.2999877929688,631.2999877929688,22750800
2024-02-15,670.0,731.2999877929688,660.0,731.2000122070312,731.2000122070312,127582600
2024-02-16,746.2000122070312,808.4000244140625,745.0,778.7000122070312,778.7000122070312,97531200
2024-02-19,780.7999877929688,810.0,773.7999877929688,792.5,792.5,63895000
2024-02-20,790.0,790.2000122070312,742.0999755859375,749.7000122070312,749.7000122070312,55627300
2024-02-21,748.0,775.9000244140625,736.2000122070312,767.2999877929688,767.2999877929688,48947200
2024-02-22,779.0,779.0,753.5,763.2000122070312,763.2000122070312,31100000
2024-02-26,774.7999877929688,792.5999755859375,764.0999755859375,788.0,788.0,33351400
2024-02-27,785.5,786.0,757.2999877929688,771.7000122070312,771.7000122070312,33552400
2024-02-28,780.2000122070312,793.0,765.0,788.5999755859375,788.5999755859375,30217000
2024-02-29,792.0,820.0,789.9000244140625,820.0,820.0,56590500
2024-03-01,818.5999755859375,831.0,803.0,821.0999755859375,821.0999755859375,38283500
2024-03-04,829.0,869.5999755859375,825.2999877929688,830.0999755859375,830.0999755859375,47607300
2024-03-05,820.0,828.5,802.2000122070312,822.2000122070312,822.2000122070312,27632100
2024-03-06,817.0,830.7000122070312,812.2999877929688,819.2000122070312,819.2000122070312,24871500
2024-03-07,833.0,861.0,823.0999755859375,838.5999755859375,838.5999755859375,40329400
2024-03-08,840.0,850.0,819.2000122070312,825.4000244140625,825.4000244140625,23099400
2024-03-11,815.0,835.4000244140625,815.0,826.9000244140625,826.9000244140625,20663400
2024-03-12,818.5999755859375,825.9000244140625,791.4000244140625,818.2999877929688,818.2999877929688,30194800
2024-03-13,819.7000122070312,827.0,806.7000122070312,806.7000122070312,806.7000122070312,22898900
2024-03-14,810.0,814.0,788.4000244140625,800.7000122070312,800.7000122070312,20727800
2024-03-15,792.5,792.7999877929688,768.5,770.0,770.0,28730400
2024-03-18,800.0,833.5,798.0,827.2000122070312,827.2000122070312,42973600
2024-03-19,825.0,853.7999877929688,817.2999877929688,850.2000122070312,850.2000122070312,42119400
2024-03-21,855.9000244140625,888.2999877929688,855.0,873.0999755859375,873.0999755859375,36931200
2024-03-22,869.9000244140625,874.2999877929688,853.7999877929688,866.4000244140625,866.4000244140625,25650000
2024-03-25,863.0,885.4000244140625,855.0,882.7999877929688,882.7999877929688,25698200
2024-03-26,885.0,888.7999877929688,866.2000122070312,879.0999755859375,879.0999755859375,29786200
2024-03-27,886.2999877929688,887.2999877929688,862.7999877929688,865.7999877929688,865.7999877929688,23606700
2024-03-28,861.5,861.7999877929688,848.0,856.0,856.0,18466400
2024-03-29,864.9000244140625,868.5,846.2999877929688,851.2000122070312,851.2000122070312,13133700
2024-04-01,880.2000122070312,892.4000244140625,863.4000244140625,875.5999755859375,875.5999755859375,46553300
2024-04-02,868.5,874.0,833.2999877929688,841.7999877929688,841.7999877929688,39697500
2024-04-03,844.7999877929688,872.0,843.5999755859375,858.0999755859375,858.0999755859375,30614500
2024-04-04,860.0,870.4000244140625,854.0,858.2000122070312,858.2000122070312,22043400
2024-04-05,850.0,863.9000244140625,842.2999877929688,862.7000122070312,862.7000122070312,19998500
2024-04-08,869.5999755859375,890.7000122070312,858.2999877929688,886.2999877929688,886.2999877929688,32882100
2024-04-09,890.9000244140625,918.4000244140625,888.5999755859375,905.2000122070312,905.2000122070312,48122700
2024-04-10,910.0,920.5,891.7000122070312,892.0999755859375,892.0999755859375,30644200
2024-04-11,881.9000244140625,891.9000244140625,874.0,879.0,879.0,21605400
2024-04-12,884.7999877929688,884.7999877929688,869.0999755859375,874.0,874.0,19428700
2024-04-15,859.0,864.0,842.7000122070312,849.7999877929688,849.7999877929688,24393000
2024-04-16,825.2999877929688,838.5999755859375,808.7000122070312,809.7999877929688,809.7999877929688,26581600
2024-04-17,820.0,820.2000122070312,798.4000244140625,800.2999877929688,800.2999877929688,18860900
2024-04-18,789.2999877929688,797.7000122070312,780.5999755859375,785.0,785.0,18701000
2024-04-19,768.5,772.7000122070312,735.0,743.9000244140625,743.9000244140625,42853100
2024-04-22,749.9000244140625,762.9000244140625,742.0999755859375,760.7999877929688,760.7999877929688,23022200
2024-04-23,775.5,777.2000122070312,750.0999755859375,757.0999755859375,757.0999755859375,22367500
2024-04-24,772.0999755859375,788.7999877929688,765.0,766.7999877929688,766.7999877929688,25981400
2024-04-25,755.0,759.9000244140625,736.0,737.7999877929688,737.7999877929688,22404100
2024-04-26,736.9000244140625,746.5,730.5,737.7999877929688,737.7999877929688,16982800
2024-04-30,745.0,767.5999755859375,740.0999755859375,763.5,763.5,21356800
2024-05-01,753.0,762.5,749.0,755.0,755.0,17498300
2024-05-02,755.0,762.2000122070312,748.2000122070312,752.2000122070312,752.2000122070312,16680200
2024-05-07,768.0,798.0,766.2000122070312,797.5999755859375,797.5999755859375,24761000
2024-05-08,789.5,801.9000244140625,786.2999877929688,794.5999755859375,794.5999755859375,15831400
2024-05-09,795.0,797.5999755859375,782.2000122070312,790.5999755859375,790.5999755859375,13298300
2024-05-10,796.9000244140625,808.2999877929688,792.2000122070312,807.7000122070312,807.7000122070312,16116700
2024-05-13,802.0,810.7999877929688,795.0999755859375,804.5,804.5,15171700
2024-05-14,813.7000122070312,823.9000244140625,796.2999877929688,817.9000244140625,817.9000244140625,21964800
2024-05-15,818.0,818.2000122070312,748.2000122070312,792.0999755859375,792.0999755859375,65656200
2024-05-16,800.0,822.7999877929688,770.0999755859375,790.0,790.0,28761000
2024-05-17,785.0,800.7000122070312,771.5,795.5999755859375,795.5999755859375,21249100
2024-05-20,793.0,829.2999877929688,789.2000122070312,815.2000122070312,815.2000122070312,27238100
2024-05-21,810.2000122070312,814.7999877929688,786.5,791.5999755859375,791.5999755859375,21957300
2024-05-22,789.0,795.5,776.9000244140625,777.9000244140625,777.9000244140625,15598800
2024-05-23,777.0999755859375,782.7000122070312,765.5,781.9000244140625,781.9000244140625,12891500
2024-05-24,765.0,783.7999877929688,763.5999755859375,775.9000244140625,775.9000244140625,11621500
2024-05-27,775.0,801.2000122070312,771.9000244140625,800.5999755859375,800.5999755859375,17219700
2024-05-28,801.4000244140625,817.4000244140625,792.2999877929688,796.9000244140625,796.9000244140625,17715200
2024-05-29,797.2999877929688,816.7999877929688,794.0999755859375,800.7000122070312,800.7000122070312,20378900
2024-05-30,794.7000122070312,807.5,792.5,798.4000244140625,798.4000244140625,14918800
2024-05-31,799.4000244140625,816.0,799.4000244140625,816.0,816.0,23716700
2024-06-03,816.0999755859375,843.7999877929688,810.0,840.0,840.0,31455300
2024-06-04,839.7999877929688,846.2000122070312,825.4000244140625,844.7000122070312,844.7000122070312,19271900
2024-06-05,844.0,861.4000244140625,821.7999877929688,829.2000122070312,829.2000122070312,23182100
2024-06-06,833.5,840.2999877929688,818.5,835.5999755859375,835.5999755859375,17229700
2024-06-07,837.7000122070312,853.0999755859375,833.5,850.0,850.0,19021200
2024-06-10,848.0,849.7000122070312,827.0,839.0,839.0,20148400
2024-06-11,840.2000122070312,842.7999877929688,812.5999755859375,818.9000244140625,818.9000244140625,20501000
2024-06-12,815.7999877929688,818.5,803.0999755859375,808.7000122070312,808.7000122070312,15514800
2024-06-13,813.5,813.5,802.0999755859375,802.7000122070312,802.7000122070312,12672200
2024-06-14,799.0999755859375,815.4000244140625,799.0,813.5999755859375,813.5999755859375,12234400
2024-06-17,806.0,806.0,773.7999877929688,786.0,786.0,26921900
2024-06-18,800.0,829.2000122070312,797.0,828.2000122070312,828.2000122070312,29044400
2024-06-19,835.0,844.4000244140625,822.2000122070312,829.0,829.0,19115000
2024-06-20,828.7000122070312,836.0,818.5999755859375,825.2999877929688,825.2999877929688,11471800
2024-06-21,831.4000244140625,837.9000244140625,813.0,813.0999755859375,813.0999755859375,18402600
2024-06-24,814.5999755859375,830.7999877929688,814.5,824.0,824.0,13321700
2024-06-25,815.0,853.2000122070312,814.5,848.0,848.0,21629200
2024-06-26,849.2000122070312,866.9000244140625,844.0,846.9000244140625,846.9000244140625,20964200
2024-06-27,845.5,854.0,825.0,852.9000244140625,852.9000244140625,26850400
2024-06-28,865.2999877929688,867.5999755859375,826.0,829.9000244140625,829.9000244140625,32740400
2024-07-01,834.7999877929688,866.9000244140625,831.7000122070312,861.4000244140625,861.4000244140625,29678700
